etape,id_batiment,type_batiment,is_uninhabited,prises,cost_before,time_before,cat_score,score,score_parts_cpp_n,score_parts_tpp_n,score_parts_p_n,score_parts_c_n,score_penalty,infrastructures,repaired_infras,step_cost,step_time,euro_per_prise_marginal,h_per_prise_marginal,cost_cum,time_cum,prises_cum,note
153,E000279,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000064', 'P000068', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007329', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,990,
154,E000284,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000121', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007317', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,995,
155,E000287,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000121', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007191', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,1000,
156,E000299,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007284', 'P007982', 'P007989']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,1005,
157,E000312,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000055', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000286', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007153', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,1010,
158,E000323,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000214', 'P000233', 'P000270', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007178', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,1015,
159,E000330,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000310', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007306', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,1020,
160,E000347,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000073', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000214', 'P000233', 'P000279', 'P000290', 'P000291', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007134', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,1025,
161,E000362,habitation,0,5,0.0,0.0,1.0,0.8857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007270', 'P007982']",[],0.0,0.0,0.0,0.0,188308.64868948027,842.1775171731675,1030,
162,E000364,habitation,0,5,2459.07065862651,9.83628263450604,1.0,0.8973634294204654,0.008589899458365488,0.006509526425195528,0.5714285714285714,0.03683356157765325,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004862', 'P007111', 'P007518', 'P007982', 'P008031']",['P007518'],2459.07065862651,9.83628263450604,491.814131725302,1.967256526901208,190767.71934810677,852.0137998076735,1035,
163,E000112,habitation,0,6,10442.5347037063,41.7701388148252,1.0,0.9009735423474595,0.030397772047425567,0.023035787714264934,0.7142857142857143,0.15641508457125083,1.0,"['P000181', 'P000256', 'P000299', 'P000334', 'P000342', 'P000394', 'P000395', 'P005664', 'P007111', 'P007448', 'P007982']","['P005664', 'P007448']",10442.5347037063,41.7701388148252,1740.4224506177168,6.961689802470867,201210.25405181307,893.7839386224987,1041,
164,E000378,habitation,0,5,3763.841600168235,15.05536640067294,1.0,0.9035444084616113,0.013147658368107565,0.009963449513170982,0.5714285714285714,0.05637727035699057,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004234', 'P004862', 'P007111', 'P007497', 'P007982', 'P008031', 'P008032', 'P008035']",['P007497'],3763.841600168235,15.05536640067294,752.768320033647,3.011073280134588,204974.0956519813,908.8393050231716,1046,
165,E000374,habitation,0,7,18990.69024826881,105.50383471260449,1.0,0.9051472361269404,0.047383789163639514,0.04987220895334634,0.8571428571428571,0.28445492454960375,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004862', 'P007111', 'P007534', 'P007982', 'P008031', 'P008032', 'P008034']","['P007534', 'P008034']",18990.69024826881,105.50383471260449,2712.955749752687,15.071976387514926,223964.7859002501,1014.343139735776,1053,
166,E000228,habitation,0,8,30874.686530321676,150.68211842666423,1.0,0.9121278415698787,0.06740616932194649,0.062324690393063716,1.0,0.46246115926596865,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007810', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008011', 'P008012']","['P007810', 'P008010', 'P008012', 'P000494', 'P008011', 'P008004', 'P008003']",30874.686530321676,150.68211842666423,3859.3358162902096,18.83526480333303,254839.4724305718,1165.0252581624402,1061,
167,E000260,habitation,0,7,14540.099780428587,77.09296977827898,1.0,0.8866785758911687,0.03627909325080564,0.036442245991244605,0.8571428571428571,0.21779108246802992,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000740', 'P005100', 'P007111', 'P007702', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013']","['P000740', 'P008013', 'P007702']",14540.099780428589,77.09296977827898,2077.1571114897984,11.013281396896998,269379.57221100037,1242.1182279407192,1068,
168,E000006,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000308', 'P007111', 'P007173', 'P007983']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1072,
169,E000034,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000052', 'P000181', 'P000394', 'P000395', 'P007111', 'P007177', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1076,
170,E000037,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000020', 'P000148', 'P000160', 'P000348', 'P007111', 'P007395', 'P007983']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1080,
171,E000042,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000160', 'P000308', 'P000347', 'P007111', 'P007259', 'P007983']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1084,
172,E000047,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000181', 'P000256', 'P000334', 'P000394', 'P000395', 'P007111', 'P007376', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1088,
173,E000049,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000126', 'P000181', 'P000381', 'P000394', 'P000395', 'P007111', 'P007200', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1092,
174,E000055,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000123', 'P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007199', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1096,
175,E000060,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000015', 'P000020', 'P000160', 'P000348', 'P000374', 'P007111', 'P007116', 'P007983']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1100,
176,E000069,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000020', 'P000160', 'P000168', 'P000348', 'P007111', 'P007175', 'P007983']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1104,
177,E000081,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000160', 'P000308', 'P000347', 'P000360', 'P007111', 'P007394', 'P007983']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1108,
178,E000087,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000181', 'P000256', 'P000258', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007403', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1112,
179,E000095,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000103', 'P000181', 'P000256', 'P000267', 'P000334', 'P000394', 'P000395', 'P007111', 'P007416', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1116,
180,E000120,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000147', 'P000149', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P007111', 'P007400', 'P007982', 'P008000']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1120,
181,E000138,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000221', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000331', 'P000394', 'P007111', 'P007201', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1124,
182,E000140,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007123', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1128,
183,E000150,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000245', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P007111', 'P007314', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1132,
184,E000151,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000245', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P007111', 'P007365', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1136,
185,E000157,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000163', 'P000166', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000403', 'P007111', 'P007203', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1140,
186,E000163,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000294', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P000400', 'P007111', 'P007364', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1144,
187,E000165,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007391', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1148,
188,E000166,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007268', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1152,
189,E000168,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007194', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1156,
190,E000173,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000145', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000312', 'P000317', 'P000394', 'P000403', 'P007111', 'P007292', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1160,
191,E000182,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007264', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1164,
192,E000192,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007339', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1168,
193,E000195,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007210', 'P007982', 'P008001']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1172,
194,E000215,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007396', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1176,
195,E000217,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007246', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1180,
196,E000218,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007275', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1184,
197,E000221,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000151', 'P000163', 'P000181', 'P000203', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007383', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1188,
198,E000236,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000049', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007154', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1192,
199,E000239,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007179', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1196,
200,E000251,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000398', 'P007111', 'P007304', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1200,
201,E000278,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000064', 'P000068', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007406', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1204,
202,E000281,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007326', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1208,
203,E000286,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000084', 'P000121', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007309', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1212,
204,E000289,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P007111', 'P007293', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1216,
205,E000297,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000273', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007165', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1220,
206,E000298,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000216', 'P000273', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007258', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1224,
207,E000308,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007262', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1228,
208,E000321,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007205', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1232,
209,E000331,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007272', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1236,
210,E000344,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000371', 'P000372', 'P000380', 'P000394', 'P007111', 'P007137', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1240,
211,E000350,habitation,0,4,0.0,0.0,1.0,0.9142857142857143,0.0,0.0,0.42857142857142855,0.0,1.0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000388', 'P000394', 'P000396', 'P007111', 'P007237', 'P007982']",[],0.0,0.0,0.0,0.0,269379.57221100037,1242.1182279407192,1244,
212,E000222,habitation,0,6,13689.65046777896,63.29690389417812,1.0,0.9161961261703869,0.03984998720480972,0.03490756991592771,0.7142857142857143,0.20686007009384833,1.0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P005820', 'P007111', 'P007627', 'P007982']","['P005820', 'P007627']",13689.65046777896,63.29690389417812,2281.608411296493,10.54948398236302,283069.22267877933,1305.4151318348972,1250,
213,E000377,habitation,0,6,14573.769115695948,79.27533126124621,1.0,0.921977212469122,0.042423618788022956,0.04371950282492113,0.7142857142857143,0.22021971327172551,1.0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004196', 'P004862', 'P007111', 'P007703', 'P007982', 'P008031', 'P008032', 'P008035']","['P007703', 'P004196']",14573.769115695948,79.27533126124621,2428.961519282658,13.212555210207702,297642.9917944753,1384.6904630961435,1256,
214,E000128,habitation,0,6,16148.233437834475,69.1636323652628,1.0,0.9258916272416762,0.0470068171128688,0.03814300832891126,0.7142857142857143,0.24401095621137672,1.0,"['P000147', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P001156', 'P005317', 'P007111', 'P007679', 'P007982', 'P007987']","['P005317', 'P007679', 'P001156']",16148.233437834475,69.1636323652628,2691.372239639079,11.527272060877133,313791.2252323098,1453.8540954614064,1262,
215,E000001,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000308', 'P007111', 'P007819', 'P007983']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1265,
216,E000002,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000308', 'P007111', 'P007240', 'P007983']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1268,
217,E000013,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000241', 'P007111', 'P007151', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1271,
218,E000018,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000029', 'P000241', 'P007111', 'P007381', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1274,
219,E000021,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000170', 'P000241', 'P007111', 'P007225', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1277,
220,E000030,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007244', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1280,
221,E000031,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007133', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1283,
222,E000050,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000126', 'P000181', 'P000381', 'P000394', 'P000395', 'P007111', 'P007300', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1286,
223,E000051,habitation,0,3,0.0,0.0,1.0,0.9428571428571428,0.0,0.0,0.2857142857142857,0.0,1.0,"['P000126', 'P000181', 'P000381', 'P000394', 'P000395', 'P007111', 'P007184', 'P007982']",[],0.0,0.0,0.0,0.0,313791.2252323098,1453.8540954614064,1289,
