etape,id_batiment,type_batiment,prises,cost_cur,time_cur_h,cost_per_prise,time_per_prise,is_uninhabited,infrastructures
252,E000309,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007373', 'P007982']"
253,E000319,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000376', 'P000380', 'P000394', 'P007111', 'P007385', 'P007982']"
254,E000328,habitation,2,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000310', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007147', 'P007982']"
255,E000332,habitation,2,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007242', 'P007982']"
256,E000341,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000393', 'P000394', 'P007111', 'P007282', 'P007982']"
257,E000342,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000371', 'P000372', 'P000380', 'P000394', 'P007111', 'P007223', 'P007982']"
258,E000348,habitation,2,0.0,0.0,0.0,0.0,0,"['P000046', 'P000071', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000214', 'P000233', 'P000279', 'P000290', 'P000291', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007161', 'P007982']"
259,E000007,habitation,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P007111', 'P007132', 'P007982']"
260,E000026,habitation,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000381', 'P000394', 'P000395', 'P007111', 'P007243', 'P007982']"
261,E000032,habitation,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007152', 'P007982']"
262,E000035,habitation,1,0.0,0.0,0.0,0.0,0,"['P000052', 'P000181', 'P000394', 'P000395', 'P007111', 'P007354', 'P007982']"
263,E000036,habitation,1,0.0,0.0,0.0,0.0,0,"['P000020', 'P000148', 'P000160', 'P000348', 'P007111', 'P007402', 'P007983']"
264,E000046,habitation,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000256', 'P000334', 'P000394', 'P000395', 'P007111', 'P007387', 'P007982']"
265,E000052,habitation,1,0.0,0.0,0.0,0.0,0,"['P000126', 'P000181', 'P000381', 'P000394', 'P000395', 'P007111', 'P007143', 'P007982']"
266,E000054,habitation,1,0.0,0.0,0.0,0.0,0,"['P000123', 'P000181', 'P000334', 'P000394', 'P000395', 'P007111', 'P007168', 'P007982']"
267,E000080,habitation,1,0.0,0.0,0.0,0.0,0,"['P000160', 'P000277', 'P000308', 'P000347', 'P007111', 'P007180', 'P007983']"
268,E000102,habitation,1,0.0,0.0,0.0,0.0,0,"['P000003', 'P000126', 'P000181', 'P000231', 'P000381', 'P000394', 'P000395', 'P007111', 'P007371', 'P007982']"
269,E000131,habitation,1,0.0,0.0,0.0,0.0,0,"['P000009', 'P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000323', 'P000326', 'P000394', 'P007111', 'P007407', 'P007982']"
270,E000133,habitation,1,0.0,0.0,0.0,0.0,0,"['P000009', 'P000046', 'P000163', 'P000181', 'P000198', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000394', 'P007111', 'P007297', 'P007982']"
271,E000135,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000113', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000326', 'P000331', 'P000394', 'P007111', 'P007233', 'P007982']"
272,E000141,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007186', 'P007982']"
273,E000203,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007285', 'P007982']"
274,E000211,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000134', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007245', 'P007982']"
275,E000214,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007127', 'P007982']"
276,E000216,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007232', 'P007982']"
277,E000220,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000151', 'P000163', 'P000181', 'P000203', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P007111', 'P007324', 'P007982']"
278,E000237,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P007111', 'P007313', 'P007982']"
279,E000241,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P000402', 'P007111', 'P007261', 'P007982']"
280,E000242,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000314', 'P000317', 'P000353', 'P000394', 'P000402', 'P007111', 'P007269', 'P007982']"
281,E000246,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000391', 'P000394', 'P007111', 'P007214', 'P007982']"
282,E000280,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000064', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000333', 'P000372', 'P000380', 'P000394', 'P007111', 'P007379', 'P007982']"
283,E000285,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000121', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007188', 'P007982']"
284,E000291,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007218', 'P007982']"
285,E000310,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000328', 'P000339', 'P000355', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007224', 'P007982']"
286,E000313,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000055', 'P000115', 'P000163', 'P000181', 'P000185', 'P000216', 'P000279', 'P000290', 'P000292', 'P000311', 'P000314', 'P000317', 'P000353', 'P000394', 'P007111', 'P007207', 'P007982']"
287,E000318,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000262', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007238', 'P007982']"
288,E000320,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000376', 'P000380', 'P000394', 'P007111', 'P007131', 'P007982']"
289,E000329,habitation,1,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000310', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P007111', 'P007405', 'P007982']"
290,E000337,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000369', 'P000372', 'P000380', 'P000394', 'P007111', 'P007162', 'P007982']"
291,E000339,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000369', 'P000372', 'P000380', 'P000394', 'P007111', 'P007318', 'P007982']"
292,E000340,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000066', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000369', 'P000372', 'P000380', 'P000394', 'P007111', 'P007345', 'P007982']"
293,E000351,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000372', 'P000380', 'P000388', 'P000394', 'P000396', 'P007111', 'P007163', 'P007982']"
294,E000352,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000367', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007355', 'P007982']"
295,E000353,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000367', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007335', 'P007982']"
296,E000354,habitation,1,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000339', 'P000355', 'P000367', 'P000372', 'P000380', 'P000394', 'P000396', 'P007111', 'P007307', 'P007982']"
297,E000085,hôpital,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000365', 'P000394', 'P000395', 'P005500', 'P007111', 'P007447', 'P007982', 'P007990']"
298,E000106,école,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000365', 'P000394', 'P000395', 'P001391', 'P005500', 'P007111', 'P007752', 'P007982', 'P007990']"
299,E000107,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000365', 'P000394', 'P000395', 'P001391', 'P005500', 'P007111', 'P007689', 'P007982', 'P007990']"
300,E000112,habitation,6,0.0,0.0,0.0,0.0,0,"['P000181', 'P000256', 'P000299', 'P000334', 'P000342', 'P000394', 'P000395', 'P005664', 'P007111', 'P007448', 'P007982']"
301,E000127,habitation,8,0.0,0.0,0.0,0.0,0,"['P000147', 'P000149', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P000873', 'P005117', 'P007111', 'P007790', 'P007982']"
302,E000098,habitation,7,0.0,0.0,0.0,0.0,0,"['P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P005531', 'P007111', 'P007639', 'P007982']"
303,E000222,habitation,6,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P005820', 'P007111', 'P007627', 'P007982']"
304,E000259,habitation,8,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000275', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007206', 'P007982', 'P008001']"
305,E000258,habitation,6,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000275', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007415', 'P007982', 'P008001']"
306,E000194,habitation,5,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007260', 'P007982', 'P008001']"
307,E000225,habitation,5,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007157', 'P007982', 'P008001']"
308,E000195,habitation,4,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007210', 'P007982', 'P008001']"
309,E000196,habitation,3,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000732', 'P005100', 'P007111', 'P007169', 'P007982', 'P008001']"
310,E000302,habitation,7,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000719', 'P000730', 'P000732', 'P005100', 'P007111', 'P007631', 'P007982', 'P008001']"
311,E000365,habitation,8,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004862', 'P007111', 'P007780', 'P007982', 'P008031']"
312,E000364,habitation,5,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004862', 'P007111', 'P007518', 'P007982', 'P008031']"
313,E000160,habitation,8,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000600', 'P000719', 'P000723', 'P000732', 'P005100', 'P007111', 'P007641', 'P007982', 'P008001', 'P008005']"
314,E000266,habitation,8,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P006709', 'P007111', 'P007692', 'P007982', 'P008025']"
315,E000373,habitation,8,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004209', 'P004862', 'P007111', 'P007514', 'P007982', 'P008031', 'P008032']"
316,E000376,habitation,8,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004209', 'P004211', 'P004862', 'P007111', 'P007506', 'P007982', 'P008031', 'P008032']"
317,E000274,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P000398', 'P005781', 'P007111', 'P007539', 'P007982']"
318,E000111,habitation,5,0.0,0.0,0.0,0.0,0,"['P000020', 'P000160', 'P000348', 'P005770', 'P007111', 'P007813', 'P007983', 'P007985']"
319,E000128,habitation,6,0.0,0.0,0.0,0.0,0,"['P000147', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P001156', 'P005317', 'P007111', 'P007679', 'P007982', 'P007987']"
320,E000374,habitation,7,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004862', 'P007111', 'P007534', 'P007982', 'P008031', 'P008032', 'P008034']"
321,E000293,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000153', 'P000163', 'P000181', 'P000253', 'P000266', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003849', 'P006709', 'P007111', 'P007713', 'P007982', 'P008025']"
322,E000381,habitation,8,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004234', 'P004862', 'P007111', 'P007459', 'P007982', 'P008031', 'P008032', 'P008035', 'P008036']"
323,E000378,habitation,5,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004234', 'P004862', 'P007111', 'P007497', 'P007982', 'P008031', 'P008032', 'P008035']"
324,E000377,habitation,6,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004196', 'P004862', 'P007111', 'P007703', 'P007982', 'P008031', 'P008032', 'P008035']"
325,E000380,habitation,4,0.0,0.0,0.0,0.0,0,"['P000023', 'P000046', 'P000084', 'P000134', 'P000136', 'P000142', 'P000163', 'P000181', 'P000211', 'P000226', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000335', 'P000372', 'P000380', 'P000394', 'P004185', 'P004196', 'P004862', 'P007111', 'P007463', 'P007982', 'P008031', 'P008032', 'P008035']"
326,E000146,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000644', 'P000719', 'P000732', 'P005100', 'P007111', 'P007802', 'P007982', 'P008001']"
327,E000268,habitation,6,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003569', 'P006457', 'P007111', 'P007696', 'P007982']"
328,E000267,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000141', 'P000153', 'P000163', 'P000181', 'P000253', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000394', 'P003569', 'P006457', 'P007111', 'P007777', 'P007982']"
329,E000252,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P005820', 'P007111', 'P007698', 'P007982', 'P007988']"
330,E000228,habitation,8,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007810', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008011', 'P008012']"
331,E000197,habitation,4,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000748', 'P005100', 'P007111', 'P007763', 'P007982', 'P008001', 'P008003', 'P008004']"
332,E000260,habitation,7,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000740', 'P005100', 'P007111', 'P007702', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013']"
333,E000227,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000744', 'P005100', 'P007111', 'P007686', 'P007982', 'P008001', 'P008003', 'P008004']"
334,E000226,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P000744', 'P005100', 'P007111', 'P007458', 'P007982', 'P008001', 'P008003', 'P008004']"
335,E000229,habitation,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007731', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008011', 'P008012']"
336,E000144,habitation,6,0.0,0.0,0.0,0.0,0,"['P000147', 'P000149', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P005117', 'P007111', 'P007737', 'P007982', 'P008002', 'P008006']"
337,E000145,habitation,3,0.0,0.0,0.0,0.0,0,"['P000147', 'P000149', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P005117', 'P007111', 'P007638', 'P007982', 'P008002', 'P008007']"
338,E000346,habitation,7,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P003870', 'P006712', 'P007111', 'P007699', 'P007982']"
339,E000322,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P006712', 'P007111', 'P007602', 'P007982']"
340,E000359,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000084', 'P000134', 'P000142', 'P000163', 'P000181', 'P000233', 'P000252', 'P000279', 'P000290', 'P000292', 'P000296', 'P000317', 'P000372', 'P000380', 'P000394', 'P003802', 'P003870', 'P003881', 'P006712', 'P007111', 'P007637', 'P007982']"
341,E000184,habitation,6,0.0,0.0,0.0,0.0,0,"['P000046', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000294', 'P000317', 'P000326', 'P000331', 'P000349', 'P000394', 'P005000', 'P007111', 'P007593', 'P007982', 'P008028']"
342,E000303,habitation,4,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000476', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007567', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008020']"
343,E000317,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000470', 'P000476', 'P000494', 'P000635', 'P000719', 'P000732', 'P005100', 'P007111', 'P007584', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016']"
344,E000358,habitation,4,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000464', 'P000470', 'P000476', 'P000494', 'P000629', 'P000719', 'P000732', 'P005100', 'P007111', 'P007544', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008019']"
345,E000327,habitation,3,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000470', 'P000476', 'P000494', 'P000633', 'P000719', 'P000732', 'P005100', 'P007111', 'P007677', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008019']"
346,E000371,habitation,6,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000462', 'P000464', 'P000470', 'P000476', 'P000494', 'P000719', 'P000732', 'P005100', 'P007111', 'P007616', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008017', 'P008018', 'P008019']"
347,E000370,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000462', 'P000464', 'P000470', 'P000476', 'P000494', 'P000621', 'P000719', 'P000732', 'P005100', 'P007111', 'P007533', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008017', 'P008019']"
348,E000363,habitation,2,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000462', 'P000464', 'P000470', 'P000476', 'P000494', 'P000627', 'P000719', 'P000732', 'P005100', 'P007111', 'P007645', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013', 'P008016', 'P008019']"
349,E000275,habitation,1,0.0,0.0,0.0,0.0,0,"['P000181', 'P000265', 'P000381', 'P000394', 'P000395', 'P000476', 'P000494', 'P000717', 'P000719', 'P000732', 'P005100', 'P007111', 'P007618', 'P007982', 'P008001', 'P008003', 'P008004', 'P008010', 'P008012', 'P008013']"
350,E000129,habitation,5,0.0,0.0,0.0,0.0,0,"['P000147', 'P000181', 'P000256', 'P000334', 'P000342', 'P000394', 'P000395', 'P005317', 'P007111', 'P007485', 'P007982', 'P007987', 'P007999']"
351,E000316,habitation,5,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P005726', 'P007111', 'P007662', 'P007982', 'P007994', 'P007995', 'P007996']"
352,E000315,habitation,4,0.0,0.0,0.0,0.0,0,"['P000046', 'P000115', 'P000163', 'P000181', 'P000279', 'P000290', 'P000292', 'P000317', 'P000394', 'P003330', 'P005726', 'P007111', 'P007770', 'P007982', 'P007994', 'P007995']"
